Fecha;Concepto;Detalle;Débito;Crédito;Saldo
16/08/2022;Impuesto Débitos y Créditos/DB;;419,76;;12.530.028,73
16/08/2022;Trf. Masivas Pago Proveedores;CBU:25900837-20017068930121 BENEF: 0-20122282326 REF:VAR-0170689301 Referencia: 61622;71.753,37;;12.530.448,49
16/08/2022;Impuesto Débitos y Créditos/DB;;430,52;;12.602.201,86
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01703083-40000030048487 BENEF: 0-20264530521 REF:VAR-308300484 Referencia: 61623;70.392,00;;12.602.632,38
16/08/2022;Impuesto Débitos y Créditos/DB;;422,35;;12.673.024,38
16/08/2022;Trf. Masivas Pago Proveedores;CBU:25900721-20357117730174 BENEF: 0-20302501077 REF:VAR-3571177301 Referencia: 61635;73.166,00;;12.673.446,73
16/08/2022;Impuesto Débitos y Créditos/DB;;439,00;;12.746.612,73
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00703619-30004032022608 BENEF: 0-20305126692 REF:VAR-4032022636 Referencia: 61606;74.050,00;;12.747.051,73
16/08/2022;Impuesto Débitos y Créditos/DB;;444,30;;12.821.101,73
16/08/2022;Trf. Masivas Pago Proveedores;CBU:28503262-40095189258638 BENEF: 0-20295635410 REF:VAR-4326095189 Referencia: 61627;74.298,55;;12.821.546,03
16/08/2022;Impuesto Débitos y Créditos/DB;;445,79;;12.895.844,58
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701186-40000001879168 BENEF: 0-20179516978 REF:VAR-118018791 Referencia: 61647;74.336,00;;12.896.290,37
16/08/2022;Impuesto Débitos y Créditos/DB;;446,02;;12.970.626,37
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701544-40000004925158 BENEF: 0-20344161608 REF:VAR-154049251 Referencia: 61638;74.749,68;;12.971.072,39
16/08/2022;Impuesto Débitos y Créditos/DB;;448,50;;13.045.822,07
16/08/2022;Trf. Masivas Pago Proveedores;CBU:15000787-00012563230314 BENEF: 0-20305733564 REF:VAR-125632303 Referencia: 61655;55.792,00;;13.046.270,57
16/08/2022;Impuesto Débitos y Créditos/DB;;334,75;;13.102.062,57
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00701361-30004027889030 BENEF: 0-20105339748 REF:VAR-4027889013 Referencia: 61639;54.754,00;;13.102.397,32
16/08/2022;Impuesto Débitos y Créditos/DB;;328,52;;13.157.151,32
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00703138-30004019600210 BENEF: 0-20338123443 REF:VAR-4019600231 Referencia: 61596;51.216,76;;13.157.479,84
16/08/2022;Impuesto Débitos y Créditos/DB;;307,30;;13.208.696,60
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00700955-30004030724681 BENEF: 0-20346457083 REF:VAR-4030724609 Referencia: 61641;53.781,00;;13.209.003,90
16/08/2022;Impuesto Débitos y Créditos/DB;;322,69;;13.262.784,90
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701711-40000032229145 BENEF: 0-23387073469 REF:VAR-171322291 Referencia: 61629;27.252,00;;13.263.107,59
16/08/2022;Impuesto Débitos y Créditos/DB;;163,51;;13.290.359,59
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07204962-20000000669986 BENEF: 0-30707792635 REF:VAR-2060001136 Referencia: 61678;29.587,50;;13.290.523,10
16/08/2022;Impuesto Débitos y Créditos/DB;;177,53;;13.320.110,60
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07202218-88000039594604 BENEF: 0-20924697335 REF:VAR-2210039594 Referencia: 61651;29.816,00;;13.320.288,13
16/08/2022;Impuesto Débitos y Créditos/DB;;178,90;;13.350.104,13
16/08/2022;Trf. Masivas Pago Proveedores;CBU:15006341-00063460066346 BENEF: 0-20207422712 REF:VAR-634600663 Referencia: 61592;33.305,22;;13.350.283,03
16/08/2022;Impuesto Débitos y Créditos/DB;;199,83;;13.383.588,25
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01505085-01000115918565 BENEF: 0-20254360598 REF:VAR-0508011159 Referencia: 61759;30.820,39;;13.383.788,08
16/08/2022;Impuesto Débitos y Créditos/DB;;184,92;;13.414.608,47
16/08/2022;Trf. Masivas Pago Proveedores;CBU:15000183-00006862531946 BENEF: 0-20286044582 REF:VAR-068625319 Referencia: 61589;33.350,00;;13.414.793,39
16/08/2022;Impuesto Débitos y Créditos/DB;;200,10;;13.448.143,39
16/08/2022;Trf. Masivas Pago Proveedores;CBU:04400639-40000159825343 BENEF: 0-20299551343 REF:VAR-4063000159 Referencia: 61610;33.460,00;;13.448.343,49
16/08/2022;Impuesto Débitos y Créditos/DB;;200,76;;13.481.803,49
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00702500-20000001215157 BENEF: 0-20279153902 REF:VAR-0001215125 Referencia: 61751;37.183,76;;13.482.004,25
16/08/2022;Impuesto Débitos y Créditos/DB;;223,10;;13.519.188,01
16/08/2022;Trf. Masivas Pago Proveedores;CBU:29900628-06200205230006 BENEF: 0-20293319678 REF:VAR-062002052 Referencia: 61771;38.064,60;;13.519.411,11
16/08/2022;Impuesto Débitos y Créditos/DB;;228,39;;13.557.475,71
16/08/2022;Trf. Masivas Pago Proveedores;CBU:15006273-00062760530728 BENEF: 0-20176059754 REF:VAR-627605307 Referencia: 61687;38.256,97;;13.557.704,10
16/08/2022;Impuesto Débitos y Créditos/DB;;229,54;;13.595.961,07
16/08/2022;Trf. Masivas Pago Proveedores;CBU:15006440-00064462156514 BENEF: 0-20336431701 REF:VAR-644621565 Referencia: 61666;39.285,00;;13.596.190,61
16/08/2022;Impuesto Débitos y Créditos/DB;;235,71;;13.635.475,61
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01509209-01000118277160 BENEF: 0-20253150514 REF:VAR-0920011182 Referencia: 61755;40.218,00;;13.635.711,32
16/08/2022;Impuesto Débitos y Créditos/DB;;241,31;;13.675.929,32
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00702500-30004040066159 BENEF: 0-20225316458 REF:VAR-4040066125 Referencia: 61569;40.647,00;;13.676.170,63
16/08/2022;Impuesto Débitos y Créditos/DB;;243,88;;13.716.817,63
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07204238-88000035321318 BENEF: 0-20241058043 REF:VAR-0840001579 Referencia: 61580;40.727,50;;13.717.061,51
16/08/2022;Impuesto Débitos y Créditos/DB;;244,37;;13.757.789,01
16/08/2022;Trf. Masivas Pago Proveedores;CBU:03401466-08146019770009 BENEF: 0-20132774383 REF:VAR-1461460197 Referencia: 61777;41.000,00;;13.758.033,38
16/08/2022;Impuesto Débitos y Créditos/DB;;246,00;;13.799.033,38
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701476-40000003808340 BENEF: 0-20302146579 REF:VAR-147038083 Referencia: 61663;41.739,50;;13.799.279,38
16/08/2022;Impuesto Débitos y Créditos/DB;;250,44;;13.841.018,88
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01400687-03501552525630 BENEF: 0-20289914588 REF:VAR-5015525256 Referencia: 61704;45.749,00;;13.841.269,32
16/08/2022;Impuesto Débitos y Créditos/DB;;274,49;;13.887.018,32
16/08/2022;Trf. Masivas Pago Proveedores;CBU:15006150-00061561565900 BENEF: 0-20367867729 REF:VAR-615615659 Referencia: 61614;48.818,00;;13.887.292,81
16/08/2022;Impuesto Débitos y Créditos/DB;;292,91;;13.936.110,81
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01401390-03510153556640 BENEF: 0-20360917429 REF:VAR-5101535566 Referencia: 61578;75.314,64;;13.936.403,72
16/08/2022;Impuesto Débitos y Créditos/DB;;451,89;;14.011.718,36
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701506-40000002869104 BENEF: 0-23411722929 REF:VAR-150028691 Referencia: 61612;49.856,00;;14.012.170,25
16/08/2022;Impuesto Débitos y Créditos/DB;;299,14;;14.062.026,25
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00703138-30004038568913 BENEF: 0-20247741500 REF:VAR-4038568931 Referencia: 61679;75.855,10;;14.062.325,39
16/08/2022;Impuesto Débitos y Créditos/DB;;455,13;;14.138.180,49
16/08/2022;Trf. Masivas Pago Proveedores;CBU:15006471-00064760348396 BENEF: 0-20200075448 REF:VAR-647603483 Referencia: 61633;75.962,00;;14.138.635,62
16/08/2022;Impuesto Débitos y Créditos/DB;;455,77;;14.214.597,62
16/08/2022;Trf. Masivas Pago Proveedores;CBU:14300017-13026190950013 BENEF: 0-20375423902 REF:VAR-0002100261 Referencia: 61657;99.748,00;;14.215.053,39
16/08/2022;Impuesto Débitos y Créditos/DB;;598,49;;14.314.801,39
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01703342-40000044927170 BENEF: 0-27220060581 REF:VAR-334449271 Referencia: 61602;100.890,00;;14.315.399,88
16/08/2022;Impuesto Débitos y Créditos/DB;;605,34;;14.416.289,88
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701421-40000004952213 BENEF: 0-20291184465 REF:VAR-142049522 Referencia: 61658;104.635,40;;14.416.895,22
16/08/2022;Impuesto Débitos y Créditos/DB;;627,81;;14.521.530,62
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07200717-88000001353572 BENEF: 0-23240256789 REF:VAR-0710001353 Referencia: 61691;107.080,00;;14.522.158,43
16/08/2022;Impuesto Débitos y Créditos/DB;;642,48;;14.629.238,43
16/08/2022;Trf. Masivas Pago Proveedores;CBU:02900483-10000564774707 BENEF: 0-20419220184 REF:VAR-0004048000 Referencia: 61765;107.248,00;;14.629.880,91
16/08/2022;Impuesto Débitos y Créditos/DB;;643,49;;14.737.128,91
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07200588-88000022666240 BENEF: 0-20308159362 REF:VAR-0580022666 Referencia: 61763;107.248,00;;14.737.772,40
16/08/2022;Impuesto Débitos y Créditos/DB;;643,49;;14.845.020,40
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01400199-03401950053963 BENEF: 0-20168194995 REF:VAR-4019500539 Referencia: 61703;108.079,72;;14.845.663,89
16/08/2022;Impuesto Débitos y Créditos/DB;;648,48;;14.953.743,61
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00700429-30004055974193 BENEF: 0-20353590929 REF:VAR-4055974104 Referencia: 61643;110.999,65;;14.954.392,09
16/08/2022;Impuesto Débitos y Créditos/DB;;666,00;;15.065.391,74
16/08/2022;Trf. Masivas Pago Proveedores;CBU:25900271-20332021430147 BENEF: 0-23220818179 REF:VAR-3320214301 Referencia: 61588;111.458,76;;15.066.057,74
16/08/2022;Impuesto Débitos y Créditos/DB;;668,75;;15.177.516,50
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07200144-88000037848772 BENEF: 0-20297558669 REF:VAR-0140037848 Referencia: 61720;111.720,00;;15.178.185,25
16/08/2022;Impuesto Débitos y Créditos/DB;;670,32;;15.289.905,25
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00703985-30004004360521 BENEF: 0-27381248823 REF:VAR-4004360539 Referencia: 61692;115.501,84;;15.290.575,57
16/08/2022;Impuesto Débitos y Créditos/DB;;693,01;;15.406.077,41
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01400243-01502605211238 BENEF: 0-30710000979 REF:VAR-5026052112 Referencia: 61664;115.863,21;;15.406.770,42
16/08/2022;Impuesto Débitos y Créditos/DB;;695,18;;15.522.633,63
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07204009-88000035136440 BENEF: 0-20290132488 REF:VAR-4000035136 Referencia: 61654;116.232,97;;15.523.328,81
16/08/2022;Impuesto Débitos y Créditos/DB;;697,40;;15.639.561,78
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07200380-88000002425168 BENEF: 0-27234776962 REF:VAR-0380002425 Referencia: 61617;117.746,90;;15.640.259,18
16/08/2022;Impuesto Débitos y Créditos/DB;;706,48;;15.758.006,08
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07203266-88000037992172 BENEF: 0-20950010976 REF:VAR-3260037992 Referencia: 61722;117.770,02;;15.758.712,56
16/08/2022;Impuesto Débitos y Créditos/DB;;706,62;;15.876.482,58
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01400472-03513853280710 BENEF: 0-27364410609 REF:VAR-5138532807 Referencia: 61582;120.450,00;;15.877.189,20
16/08/2022;Impuesto Débitos y Créditos/DB;;722,70;;15.997.639,20
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00703985-30004011268227 BENEF: 0-20301002689 REF:VAR-4011268239 Referencia: 61583;120.400,00;;15.998.361,90
16/08/2022;Impuesto Débitos y Créditos/DB;;722,40;;16.118.761,90
16/08/2022;Trf. Masivas Pago Proveedores;CBU:15000183-00006862488532 BENEF: 0-20251430080 REF:VAR-068624885 Referencia: 61646;120.530,51;;16.119.484,30
16/08/2022;Impuesto Débitos y Créditos/DB;;723,18;;16.240.014,81
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01505023-02000103769361 BENEF: 0-20262276180 REF:VAR-0502021037 Referencia: 61758;120.654,00;;16.240.737,99
16/08/2022;Impuesto Débitos y Créditos/DB;;723,92;;16.361.391,99
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01509612-01000007936077 BENEF: 0-20263232357 REF:VAR-0961010079 Referencia: 61757;120.654,00;;16.362.115,91
16/08/2022;Impuesto Débitos y Créditos/DB;;723,92;;16.482.769,91
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01400502-03518151336536 BENEF: 0-20100884470 REF:VAR-5181513365 Referencia: 61746;120.654,00;;16.483.493,83
16/08/2022;Impuesto Débitos y Créditos/DB;;723,92;;16.604.147,83
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701544-40000005906776 BENEF: 0-20285234248 REF:VAR-154059067 Referencia: 61741;120.654,00;;16.604.871,75
16/08/2022;Impuesto Débitos y Créditos/DB;;723,92;;16.725.525,75
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01400595-03500251706308 BENEF: 0-24346414290 REF:VAR-5002517063 Referencia: 61644;100.076,00;;16.726.249,67
16/08/2022;Impuesto Débitos y Créditos/DB;;600,46;;16.826.325,67
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00703084-30004030521930 BENEF: 0-20235103401 REF:VAR-4030521930 Referencia: 61626;99.556,90;;16.826.926,13
16/08/2022;Impuesto Débitos y Créditos/DB;;597,34;;16.926.483,03
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01100068-30000614618379 BENEF: 0-20302492116 REF:VAR-0030006146 Referencia: 61631;97.771,10;;16.927.080,37
16/08/2022;Impuesto Débitos y Créditos/DB;;586,63;;17.024.851,47
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00702500-30004012467203 BENEF: 0-27265621185 REF:VAR-4012467225 Referencia: 61652;76.714,00;;17.025.438,10
16/08/2022;Impuesto Débitos y Créditos/DB;;460,28;;17.102.152,10
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01400304-03509858084488 BENEF: 0-27217285416 REF:VAR-5098580844 Referencia: 61620;77.706,00;;17.102.612,38
16/08/2022;Impuesto Débitos y Créditos/DB;;466,24;;17.180.318,38
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00702432-30004005437242 BENEF: 0-20175126423 REF:VAR-4005437224 Referencia: 61723;78.358,10;;17.180.784,62
16/08/2022;Impuesto Débitos y Créditos/DB;;470,15;;17.259.142,72
16/08/2022;Trf. Masivas Pago Proveedores;CBU:19101226-55012202277500 BENEF: 0-23242701704 REF:VAR-1911220227 Referencia: 61611;82.800,00;;17.259.612,87
16/08/2022;Impuesto Débitos y Créditos/DB;;496,80;;17.342.412,87
16/08/2022;Trf. Masivas Pago Proveedores;CBU:15006013-00060160071096 BENEF: 0-20263676514 REF:VAR-601600710 Referencia: 61640;82.868,05;;17.342.909,67
16/08/2022;Impuesto Débitos y Créditos/DB;;497,21;;17.425.777,72
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701698-40000032719514 BENEF: 0-20309806183 REF:VAR-169327195 Referencia: 61645;83.688,00;;17.426.274,93
16/08/2022;Impuesto Débitos y Créditos/DB;;502,13;;17.509.962,93
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01400625-03500853185565 BENEF: 0-20085226151 REF:VAR-5008531855 Referencia: 61619;84.096,56;;17.510.465,06
16/08/2022;Impuesto Débitos y Créditos/DB;;504,58;;17.594.561,62
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701711-40000030800027 BENEF: 0-20146216286 REF:VAR-171308000 Referencia: 61615;84.109,86;;17.595.066,20
16/08/2022;Impuesto Débitos y Créditos/DB;;504,66;;17.679.176,06
16/08/2022;Trf. Masivas Pago Proveedores;CBU:02900193-10000516833489 BENEF: 0-20163541131 REF:VAR-0004019000 Referencia: 61624;84.204,00;;17.679.680,72
16/08/2022;Impuesto Débitos y Créditos/DB;;505,22;;17.763.884,72
16/08/2022;Trf. Masivas Pago Proveedores;CBU:19102274-55022701432296 BENEF: 0-23175655379 REF:VAR-1912270143 Referencia: 61613;85.492,09;;17.764.389,94
16/08/2022;Impuesto Débitos y Créditos/DB;;512,95;;17.849.882,03
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07204863-88000035484822 BENEF: 0-20261746280 REF:VAR-4860035484 Referencia: 61598;91.301,63;;17.850.394,98
16/08/2022;Impuesto Débitos y Créditos/DB;;547,81;;17.941.696,61
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01701872-40000033098816 BENEF: 0-20166219923 REF:VAR-187330988 Referencia: 61597;90.299,87;;17.942.244,42
16/08/2022;Impuesto Débitos y Créditos/DB;;541,80;;18.032.544,29
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01401123-03502451614876 BENEF: 0-20146281371 REF:VAR-5024516148 Referencia: 61660;91.586,00;;18.033.086,09
16/08/2022;Impuesto Débitos y Créditos/DB;;549,52;;18.124.672,09
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01509308-01000109451863 BENEF: 0-20318064742 REF:VAR-0930011094 Referencia: 61719;93.842,00;;18.125.221,61
16/08/2022;Impuesto Débitos y Créditos/DB;;563,05;;18.219.063,61
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07200724-88000037570718 BENEF: 0-20239452249 REF:VAR-0720037570 Referencia: 61739;94.323,60;;18.219.626,66
16/08/2022;Impuesto Débitos y Créditos/DB;;565,94;;18.313.950,26
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00703619-30004030140184 BENEF: 0-20178958160 REF:VAR-4030140136 Referencia: 61776;96.007,95;;18.314.516,20
16/08/2022;Impuesto Débitos y Créditos/DB;;576,05;;18.410.524,15
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07205330-88000000136736 BENEF: 0-20297471660 REF:VAR-5330000136 Referencia: 61707;96.007,95;;18.411.100,20
16/08/2022;Impuesto Débitos y Créditos/DB;;576,05;;18.507.108,15
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01100976-30009706650897 BENEF: 0-20225468703 REF:VAR-2507097066 Referencia: 61609;96.214,80;;18.507.684,20
16/08/2022;Impuesto Débitos y Créditos/DB;;577,29;;18.603.899,00
16/08/2022;Trf. Masivas Pago Proveedores;CBU:19103017-55030100040514 BENEF: 0-33709261229 REF:VAR-1913010004 Referencia: 61567;97.047,00;;18.604.476,29
16/08/2022;Impuesto Débitos y Créditos/DB;;582,28;;18.701.523,29
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00701378-30004050389444 BENEF: 0-27930480083 REF:VAR-4050389413 Referencia: 61695;97.470,00;;18.702.105,57
16/08/2022;Impuesto Débitos y Créditos/DB;;584,82;;18.799.575,57
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01400007-03100022474533 BENEF: 0-20331570762 REF:VAR-1000224745 Referencia: 61672;97.470,00;;18.800.160,39
16/08/2022;Impuesto Débitos y Créditos/DB;;584,82;;18.897.630,39
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07200861-88000046681836 BENEF: 0-20297674693 REF:VAR-0860046681 Referencia: 61577;97.470,00;;18.898.215,21
16/08/2022;Impuesto Débitos y Créditos/DB;;584,82;;18.995.685,21
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07205545-88000035320636 BENEF: 0-20246088838 REF:VAR-5540035320 Referencia: 61570;696.896,39;;18.996.270,03
16/08/2022;Impuesto Débitos y Créditos/DB;;4.181,38;;19.693.166,42
16/08/2022;Crédito por Transferencia;I-FLOW S.A. - 33708528809 REF:VAR-VARIOS NUEVO BANCO INDUSTRIAL DE AZUL;;7.500.000,00;19.697.347,80
16/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20353210409 BENEF: WAJCZUK CESAR DAMIAN Referencia: 61659;48.716,13;;12.197.347,80
16/08/2022;Impuesto Débitos y Créditos/DB;;292,30;;12.246.063,93
16/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20148722006 BENEF: SANTORO ALEJANDRO MARIO Referencia: 61650;34.346,95;;12.246.356,23
16/08/2022;Impuesto Débitos y Créditos/DB;;206,08;;12.280.703,18
16/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20170696256 BENEF: SPRETZ SERGIO GILBERTO Referencia: 61653;74.456,15;;12.280.909,26
16/08/2022;Impuesto Débitos y Créditos/DB;;446,74;;12.355.365,41
16/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20308628761 BENEF: GUIMERA JONATAN HORACIO Referencia: 61628;62.138,34;;12.355.812,15
16/08/2022;Impuesto Débitos y Créditos/DB;;372,83;;12.417.950,49
16/08/2022;Trf. Masivas Pago Proveedores;CUIT: 27385348490 BENEF: JUAREZ SOLANGE ABIGAIL Referencia: 61594;309.983,00;;12.418.323,32
16/08/2022;Impuesto Débitos y Créditos/DB;;1.859,90;;12.728.306,32
16/08/2022;CRED BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 I FLOW SA  Referencia: 2480730;;14.400.000,00;12.730.166,22
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01107175-30071703128701 BENEF: 0-20337458301 REF:VAR-3505717031 Referencia: 61673;729.111,97;;-1.669.833,78
16/08/2022;Impuesto Débitos y Créditos/DB;;4.374,67;;-940.721,81
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00701798-30004019705113 BENEF: 0-23313155579 REF:VAR-4019705117 Referencia: 61694;742.200,58;;-936.347,14
16/08/2022;Impuesto Débitos y Créditos/DB;;4.453,20;;-194.146,56
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07201192-20000002285504 BENEF: 0-30711958602 REF:VAR-1190002285 Referencia: 61689;759.112,50;;-189.693,36
16/08/2022;Impuesto Débitos y Créditos/DB;;4.554,68;;569.419,14
16/08/2022;Trf. Masivas Pago Proveedores;CBU:00703718-30004017183214 BENEF: 0-20308881254 REF:VAR-4017183237 Referencia: 61774;964.301,41;;573.973,82
16/08/2022;Impuesto Débitos y Créditos/DB;;5.785,81;;1.538.275,23
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07205545-20000000033204 BENEF: 0-33716842199 REF:VAR-5540000033 Referencia: 61573;1.091.748,97;;1.544.061,04
16/08/2022;Impuesto Débitos y Créditos/DB;;6.550,49;;2.635.810,01
16/08/2022;Trf. Masivas Pago Proveedores;CBU:25900134-10370570610077 BENEF: 0-30716857103 REF:VAR-3705706100 Referencia: 61769;1.553.338,96;;2.642.360,50
16/08/2022;Impuesto Débitos y Créditos/DB;;9.320,03;;4.195.699,46
16/08/2022;Trf. Masivas Pago Proveedores;CBU:07204924-20000000008954 BENEF: 0-30711613931 REF:VAR-4920000008 Referencia: 61676;2.050.933,86;;4.205.019,49
16/08/2022;Impuesto Débitos y Créditos/DB;;12.305,60;;6.255.953,35
16/08/2022;Trf. Masivas Pago Proveedores;CUIT: 30716623730 BENEF: TRANSPORTE RF16 SOCIEDAD DE RESPONSABILIDAD L Referencia: 61768;959.526,72;;6.268.258,95
16/08/2022;Impuesto Débitos y Créditos/DB;;5.757,16;;7.227.785,67
16/08/2022;CRED BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 I FLOW SA/ I FLOW SA  Referencia: 0106628;;13.700.000,00;7.233.542,83
16/08/2022;CRED BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 IFLOW S.A.  Referencia: 7940233;;1.000.000,00;-6.466.457,17
16/08/2022;Trf. Masivas Pago Proveedores;CBU:01700053-20000002864037 BENEF: 0-20325072637 REF:VAR-005028640 Referencia: 2202179336;243.837,00;;-7.466.457,17
16/08/2022;Impuesto Débitos y Créditos/DB;;1.463,02;;-7.222.620,17
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1326;478.035,00;;-7.221.157,15
16/08/2022;Impuesto Débitos y Créditos/DB;;2.868,21;;-6.743.122,15
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1356;15.109,88;;-6.740.253,94
16/08/2022;Impuesto Débitos y Créditos/DB;;90,66;;-6.725.144,06
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1366;179.675,29;;-6.725.053,40
16/08/2022;Impuesto Débitos y Créditos/DB;;1.078,05;;-6.545.378,11
16/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304433;99.223,80;;-6.544.300,06
16/08/2022;Impuesto Débitos y Créditos/DB;;595,34;;-6.445.076,26
16/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304475;44.759,15;;-6.444.480,92
16/08/2022;Impuesto Débitos y Créditos/DB;;268,55;;-6.399.721,77
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 739;1.500.000,00;;-6.399.453,22
16/08/2022;Impuesto Débitos y Créditos/DB;;9.000,00;;-4.899.453,22
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1037;863.311,14;;-4.890.453,22
16/08/2022;Impuesto Débitos y Créditos/DB;;5.179,87;;-4.027.142,08
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1079;2.000.000,00;;-4.021.962,21
16/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-2.021.962,21
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1197;789.480,40;;-2.009.962,21
16/08/2022;Impuesto Débitos y Créditos/DB;;4.736,88;;-1.220.481,81
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1233;239.927,76;;-1.215.744,93
16/08/2022;Impuesto Débitos y Créditos/DB;;1.439,57;;-975.817,17
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1302;519.669,12;;-974.377,60
16/08/2022;Impuesto Débitos y Créditos/DB;;3.118,01;;-454.708,48
16/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1325;409.580,00;;-451.590,47
16/08/2022;Impuesto Débitos y Créditos/DB;;2.457,48;;-42.010,47
12/08/2022;Impuesto Débitos y Créditos/DB;;2,07;;-39.552,99
12/08/2022;Impuesto Débitos y Créditos/DB;;0,43;;-39.550,92
12/08/2022;Impuesto Débitos y Créditos/DB;;0,21;;-39.550,49
12/08/2022;Impuesto Débitos y Créditos/DB;;0,04;;-39.550,28
12/08/2022;COMIS.TRANSFERENCIAS;OPERACIÓN 0 GENERADA EL 12/08/22;345,00;;-39.550,24
12/08/2022;IVA;OPERACIÓN 0 GENERADA EL 12/08/22;72,45;;-39.205,24
12/08/2022;Comisión Consulta Cámara;;35,00;;-39.132,79
12/08/2022;IVA;;7,35;;-39.097,79
12/08/2022;Transferencia por CBU;CBU:00700511-20000006153566 BENEF: 0-33708528809 REF:VAR-0006153505;14.500.000,00;;-39.090,44
12/08/2022;Transferencia por CBU;CBU:32200018-05000049060011 BENEF: 0-33708528809 REF:VAR-0010000049;18.000.000,00;;14.460.909,56
