fecha,concepto_supervielle,concepto_astor,codigo,debito,credito,saldo,objetivo
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"605,34",,"14.416.289,88",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"104.635,40",,"14.416.895,22",Trf. Masivas Pago Proveedores - CBU:01701421-40000004952213 BENEF: 0-20291184465 REF:VAR-142049522 Referencia: 61658
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"627,81",,"14.521.530,62",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"107.080,00",,"14.522.158,43",Trf. Masivas Pago Proveedores - CBU:07200717-88000001353572 BENEF: 0-23240256789 REF:VAR-0710001353 Referencia: 61691
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"642,48",,"14.629.238,43",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"107.248,00",,"14.629.880,91",Trf. Masivas Pago Proveedores - CBU:02900483-10000564774707 BENEF: 0-20419220184 REF:VAR-0004048000 Referencia: 61765
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"643,49",,"14.737.128,91",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"107.248,00",,"14.737.772,40",Trf. Masivas Pago Proveedores - CBU:07200588-88000022666240 BENEF: 0-20308159362 REF:VAR-0580022666 Referencia: 61763
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"643,49",,"14.845.020,40",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"108.079,72",,"14.845.663,89",Trf. Masivas Pago Proveedores - CBU:01400199-03401950053963 BENEF: 0-20168194995 REF:VAR-4019500539 Referencia: 61703
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"648,48",,"14.953.743,61",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"110.999,65",,"14.954.392,09",Trf. Masivas Pago Proveedores - CBU:00700429-30004055974193 BENEF: 0-20353590929 REF:VAR-4055974104 Referencia: 61643
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"666,00",,"15.065.391,74",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"111.458,76",,"15.066.057,74",Trf. Masivas Pago Proveedores - CBU:25900271-20332021430147 BENEF: 0-23220818179 REF:VAR-3320214301 Referencia: 61588
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"668,75",,"15.177.516,50",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"111.720,00",,"15.178.185,25",Trf. Masivas Pago Proveedores - CBU:07200144-88000037848772 BENEF: 0-20297558669 REF:VAR-0140037848 Referencia: 61720
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"670,32",,"15.289.905,25",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"115.501,84",,"15.290.575,57",Trf. Masivas Pago Proveedores - CBU:00703985-30004004360521 BENEF: 0-27381248823 REF:VAR-4004360539 Referencia: 61692
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"693,01",,"15.406.077,41",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"115.863,21",,"15.406.770,42",Trf. Masivas Pago Proveedores - CBU:01400243-01502605211238 BENEF: 0-30710000979 REF:VAR-5026052112 Referencia: 61664
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"695,18",,"15.522.633,63",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"116.232,97",,"15.523.328,81",Trf. Masivas Pago Proveedores - CBU:07204009-88000035136440 BENEF: 0-20290132488 REF:VAR-4000035136 Referencia: 61654
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"697,40",,"15.639.561,78",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"117.746,90",,"15.640.259,18",Trf. Masivas Pago Proveedores - CBU:07200380-88000002425168 BENEF: 0-27234776962 REF:VAR-0380002425 Referencia: 61617
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"706,48",,"15.758.006,08",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"117.770,02",,"15.758.712,56",Trf. Masivas Pago Proveedores - CBU:07203266-88000037992172 BENEF: 0-20950010976 REF:VAR-3260037992 Referencia: 61722
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"706,62",,"15.876.482,58",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"120.450,00",,"15.877.189,20",Trf. Masivas Pago Proveedores - CBU:01400472-03513853280710 BENEF: 0-27364410609 REF:VAR-5138532807 Referencia: 61582
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"722,70",,"15.997.639,20",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"120.400,00",,"15.998.361,90",Trf. Masivas Pago Proveedores - CBU:00703985-30004011268227 BENEF: 0-20301002689 REF:VAR-4011268239 Referencia: 61583
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"722,40",,"16.118.761,90",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"120.530,51",,"16.119.484,30",Trf. Masivas Pago Proveedores - CBU:15000183-00006862488532 BENEF: 0-20251430080 REF:VAR-068624885 Referencia: 61646
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"723,18",,"16.240.014,81",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"120.654,00",,"16.240.737,99",Trf. Masivas Pago Proveedores - CBU:01505023-02000103769361 BENEF: 0-20262276180 REF:VAR-0502021037 Referencia: 61758
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"723,92",,"16.361.391,99",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"120.654,00",,"16.362.115,91",Trf. Masivas Pago Proveedores - CBU:01509612-01000007936077 BENEF: 0-20263232357 REF:VAR-0961010079 Referencia: 61757
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"723,92",,"16.482.769,91",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"120.654,00",,"16.483.493,83",Trf. Masivas Pago Proveedores - CBU:01400502-03518151336536 BENEF: 0-20100884470 REF:VAR-5181513365 Referencia: 61746
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"723,92",,"16.604.147,83",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"120.654,00",,"16.604.871,75",Trf. Masivas Pago Proveedores - CBU:01701544-40000005906776 BENEF: 0-20285234248 REF:VAR-154059067 Referencia: 61741
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"723,92",,"16.725.525,75",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"100.076,00",,"16.726.249,67",Trf. Masivas Pago Proveedores - CBU:01400595-03500251706308 BENEF: 0-24346414290 REF:VAR-5002517063 Referencia: 61644
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"600,46",,"16.826.325,67",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"99.556,90",,"16.826.926,13",Trf. Masivas Pago Proveedores - CBU:00703084-30004030521930 BENEF: 0-20235103401 REF:VAR-4030521930 Referencia: 61626
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"597,34",,"16.926.483,03",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"97.771,10",,"16.927.080,37",Trf. Masivas Pago Proveedores - CBU:01100068-30000614618379 BENEF: 0-20302492116 REF:VAR-0030006146 Referencia: 61631
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"586,63",,"17.024.851,47",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"76.714,00",,"17.025.438,10",Trf. Masivas Pago Proveedores - CBU:00702500-30004012467203 BENEF: 0-27265621185 REF:VAR-4012467225 Referencia: 61652
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"460,28",,"17.102.152,10",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"77.706,00",,"17.102.612,38",Trf. Masivas Pago Proveedores - CBU:01400304-03509858084488 BENEF: 0-27217285416 REF:VAR-5098580844 Referencia: 61620
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"466,24",,"17.180.318,38",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"78.358,10",,"17.180.784,62",Trf. Masivas Pago Proveedores - CBU:00702432-30004005437242 BENEF: 0-20175126423 REF:VAR-4005437224 Referencia: 61723
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"470,15",,"17.259.142,72",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"82.800,00",,"17.259.612,87",Trf. Masivas Pago Proveedores - CBU:19101226-55012202277500 BENEF: 0-23242701704 REF:VAR-1911220227 Referencia: 61611
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"496,80",,"17.342.412,87",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"82.868,05",,"17.342.909,67",Trf. Masivas Pago Proveedores - CBU:15006013-00060160071096 BENEF: 0-20263676514 REF:VAR-601600710 Referencia: 61640
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"497,21",,"17.425.777,72",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"83.688,00",,"17.426.274,93",Trf. Masivas Pago Proveedores - CBU:01701698-40000032719514 BENEF: 0-20309806183 REF:VAR-169327195 Referencia: 61645
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"502,13",,"17.509.962,93",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"84.096,56",,"17.510.465,06",Trf. Masivas Pago Proveedores - CBU:01400625-03500853185565 BENEF: 0-20085226151 REF:VAR-5008531855 Referencia: 61619
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"504,58",,"17.594.561,62",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"84.109,86",,"17.595.066,20",Trf. Masivas Pago Proveedores - CBU:01701711-40000030800027 BENEF: 0-20146216286 REF:VAR-171308000 Referencia: 61615
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"504,66",,"17.679.176,06",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"84.204,00",,"17.679.680,72",Trf. Masivas Pago Proveedores - CBU:02900193-10000516833489 BENEF: 0-20163541131 REF:VAR-0004019000 Referencia: 61624
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"505,22",,"17.763.884,72",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"85.492,09",,"17.764.389,94",Trf. Masivas Pago Proveedores - CBU:19102274-55022701432296 BENEF: 0-23175655379 REF:VAR-1912270143 Referencia: 61613
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"512,95",,"17.849.882,03",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"91.301,63",,"17.850.394,98",Trf. Masivas Pago Proveedores - CBU:07204863-88000035484822 BENEF: 0-20261746280 REF:VAR-4860035484 Referencia: 61598
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"547,81",,"17.941.696,61",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"90.299,87",,"17.942.244,42",Trf. Masivas Pago Proveedores - CBU:01701872-40000033098816 BENEF: 0-20166219923 REF:VAR-187330988 Referencia: 61597
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"541,80",,"18.032.544,29",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"91.586,00",,"18.033.086,09",Trf. Masivas Pago Proveedores - CBU:01401123-03502451614876 BENEF: 0-20146281371 REF:VAR-5024516148 Referencia: 61660
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"549,52",,"18.124.672,09",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"93.842,00",,"18.125.221,61",Trf. Masivas Pago Proveedores - CBU:01509308-01000109451863 BENEF: 0-20318064742 REF:VAR-0930011094 Referencia: 61719
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"563,05",,"18.219.063,61",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"94.323,60",,"18.219.626,66",Trf. Masivas Pago Proveedores - CBU:07200724-88000037570718 BENEF: 0-20239452249 REF:VAR-0720037570 Referencia: 61739
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"565,94",,"18.313.950,26",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"96.007,95",,"18.314.516,20",Trf. Masivas Pago Proveedores - CBU:00703619-30004030140184 BENEF: 0-20178958160 REF:VAR-4030140136 Referencia: 61776
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"576,05",,"18.410.524,15",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"96.007,95",,"18.411.100,20",Trf. Masivas Pago Proveedores - CBU:07205330-88000000136736 BENEF: 0-20297471660 REF:VAR-5330000136 Referencia: 61707
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"576,05",,"18.507.108,15",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"96.214,80",,"18.507.684,20",Trf. Masivas Pago Proveedores - CBU:01100976-30009706650897 BENEF: 0-20225468703 REF:VAR-2507097066 Referencia: 61609
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"577,29",,"18.603.899,00",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"97.047,00",,"18.604.476,29",Trf. Masivas Pago Proveedores - CBU:19103017-55030100040514 BENEF: 0-33709261229 REF:VAR-1913010004 Referencia: 61567
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"582,28",,"18.701.523,29",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"97.470,00",,"18.702.105,57",Trf. Masivas Pago Proveedores - CBU:00701378-30004050389444 BENEF: 0-27930480083 REF:VAR-4050389413 Referencia: 61695
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"584,82",,"18.799.575,57",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"97.470,00",,"18.800.160,39",Trf. Masivas Pago Proveedores - CBU:01400007-03100022474533 BENEF: 0-20331570762 REF:VAR-1000224745 Referencia: 61672
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"584,82",,"18.897.630,39",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"97.470,00",,"18.898.215,21",Trf. Masivas Pago Proveedores - CBU:07200861-88000046681836 BENEF: 0-20297674693 REF:VAR-0860046681 Referencia: 61577
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"584,82",,"18.995.685,21",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"696.896,39",,"18.996.270,03",Trf. Masivas Pago Proveedores - CBU:07205545-88000035320636 BENEF: 0-20246088838 REF:VAR-5540035320 Referencia: 61570
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.181,38",,"19.693.166,42",
16/08/2022,Crédito por Transferencia,TRANSFERENCIA,12,,"7.500.000,00","19.697.347,80",Crédito por Transferencia - I-FLOW S.A. - 33708528809 REF:VAR-VARIOS NUEVO BANCO INDUSTRIAL DE AZUL
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"48.716,13",,"12.197.347,80",Trf. Masivas Pago Proveedores - CUIT: 20353210409 BENEF: WAJCZUK CESAR DAMIAN Referencia: 61659
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"292,30",,"12.246.063,93",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"34.346,95",,"12.246.356,23",Trf. Masivas Pago Proveedores - CUIT: 20148722006 BENEF: SANTORO ALEJANDRO MARIO Referencia: 61650
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"206,08",,"12.280.703,18",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"74.456,15",,"12.280.909,26",Trf. Masivas Pago Proveedores - CUIT: 20170696256 BENEF: SPRETZ SERGIO GILBERTO Referencia: 61653
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"446,74",,"12.355.365,41",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"62.138,34",,"12.355.812,15",Trf. Masivas Pago Proveedores - CUIT: 20308628761 BENEF: GUIMERA JONATAN HORACIO Referencia: 61628
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"372,83",,"12.417.950,49",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"309.983,00",,"12.418.323,32",Trf. Masivas Pago Proveedores - CUIT: 27385348490 BENEF: JUAREZ SOLANGE ABIGAIL Referencia: 61594
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.859,90",,"12.728.306,32",
16/08/2022,CRED BCA ELECTR INTERBANC EXEN,TRANSFERENCIA,12,,"14.400.000,00","12.730.166,22",CRED BCA ELECTR INTERBANC EXEN - CUENTAS PROPIAS 33708528809 I FLOW SA  Referencia: 2480730
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"729.111,97",,"-1.669.833,78",Trf. Masivas Pago Proveedores - CBU:01107175-30071703128701 BENEF: 0-20337458301 REF:VAR-3505717031 Referencia: 61673
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.374,67",,"-940.721,81",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"742.200,58",,"-936.347,14",Trf. Masivas Pago Proveedores - CBU:00701798-30004019705113 BENEF: 0-23313155579 REF:VAR-4019705117 Referencia: 61694
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.453,20",,"-194.146,56",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"759.112,50",,"-189.693,36",Trf. Masivas Pago Proveedores - CBU:07201192-20000002285504 BENEF: 0-30711958602 REF:VAR-1190002285 Referencia: 61689
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.554,68",,"569.419,14",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"964.301,41",,"573.973,82",Trf. Masivas Pago Proveedores - CBU:00703718-30004017183214 BENEF: 0-20308881254 REF:VAR-4017183237 Referencia: 61774
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"5.785,81",,"1.538.275,23",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"1.091.748,97",,"1.544.061,04",Trf. Masivas Pago Proveedores - CBU:07205545-20000000033204 BENEF: 0-33716842199 REF:VAR-5540000033 Referencia: 61573
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"6.550,49",,"2.635.810,01",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"1.553.338,96",,"2.642.360,50",Trf. Masivas Pago Proveedores - CBU:25900134-10370570610077 BENEF: 0-30716857103 REF:VAR-3705706100 Referencia: 61769
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"9.320,03",,"4.195.699,46",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"2.050.933,86",,"4.205.019,49",Trf. Masivas Pago Proveedores - CBU:07204924-20000000008954 BENEF: 0-30711613931 REF:VAR-4920000008 Referencia: 61676
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.305,60",,"6.255.953,35",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"959.526,72",,"6.268.258,95",Trf. Masivas Pago Proveedores - CUIT: 30716623730 BENEF: TRANSPORTE RF16 SOCIEDAD DE RESPONSABILIDAD L Referencia: 61768
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"5.757,16",,"7.227.785,67",
16/08/2022,CRED BCA ELECTR INTERBANC EXEN,TRANSFERENCIA,12,,"13.700.000,00","7.233.542,83",CRED BCA ELECTR INTERBANC EXEN - CUENTAS PROPIAS 33708528809 I FLOW SA/ I FLOW SA  Referencia: 0106628
16/08/2022,CRED BCA ELECTR INTERBANC EXEN,TRANSFERENCIA,12,,"1.000.000,00","-6.466.457,17",CRED BCA ELECTR INTERBANC EXEN - CUENTAS PROPIAS 33708528809 IFLOW S.A.  Referencia: 7940233
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"243.837,00",,"-7.466.457,17",Trf. Masivas Pago Proveedores - CBU:01700053-20000002864037 BENEF: 0-20325072637 REF:VAR-005028640 Referencia: 2202179336
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.463,02",,"-7.222.620,17",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"478.035,00",,"-7.221.157,15",Pago Cheque de Cámara Recibida - Número De Cheque: 1326
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"2.868,21",,"-6.743.122,15",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"15.109,88",,"-6.740.253,94",Pago Cheque de Cámara Recibida - Número De Cheque: 1356
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"90,66",,"-6.725.144,06",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"179.675,29",,"-6.725.053,40",Pago Cheque de Cámara Recibida - Número De Cheque: 1366
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.078,05",,"-6.545.378,11",
16/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"99.223,80",,"-6.544.300,06",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304433
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"595,34",,"-6.445.076,26",
16/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"44.759,15",,"-6.444.480,92",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304475
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"268,55",,"-6.399.721,77",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.500.000,00",,"-6.399.453,22",Pago Cheque de Cámara Recibida - Número De Cheque: 739
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"9.000,00",,"-4.899.453,22",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"863.311,14",,"-4.890.453,22",Pago Cheque de Cámara Recibida - Número De Cheque: 1037
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"5.179,87",,"-4.027.142,08",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.000.000,00",,"-4.021.962,21",Pago Cheque de Cámara Recibida - Número De Cheque: 1079
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.000,00",,"-2.021.962,21",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"789.480,40",,"-2.009.962,21",Pago Cheque de Cámara Recibida - Número De Cheque: 1197
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.736,88",,"-1.220.481,81",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"239.927,76",,"-1.215.744,93",Pago Cheque de Cámara Recibida - Número De Cheque: 1233
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.439,57",,"-975.817,17",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"519.669,12",,"-974.377,60",Pago Cheque de Cámara Recibida - Número De Cheque: 1302
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"3.118,01",,"-454.708,48",
16/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"409.580,00",,"-451.590,47",Pago Cheque de Cámara Recibida - Número De Cheque: 1325
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"2.457,48",,"-42.010,47",
12/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"2,07",,"-39.552,99",
12/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,43",,"-39.550,92",
12/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,21",,"-39.550,49",
12/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,04",,"-39.550,28",
12/08/2022,COMIS.TRANSFERENCIAS,COMISIONES,2,"345,00",,"-39.550,24",COMIS.TRANSFERENCIAS - OPERACIÓN 0 GENERADA EL 12/08/22
12/08/2022,IVA,IVA,7,"72,45",,"-39.205,24",
12/08/2022,Comisión Consulta Cámara,COMISIONES,2,"35,00",,"-39.132,79",Comisión Consulta Cámara - 
12/08/2022,IVA,IVA,7,"7,35",,"-39.097,79",
12/08/2022,Transferencia por CBU,TRANSFERENCIA,12,"14.500.000,00",,"-39.090,44",Transferencia por CBU - CBU:00700511-20000006153566 BENEF: 0-33708528809 REF:VAR-0006153505
12/08/2022,Transferencia por CBU,TRANSFERENCIA,12,"18.000.000,00",,"14.460.909,56",Transferencia por CBU - CBU:32200018-05000049060011 BENEF: 0-33708528809 REF:VAR-0010000049
12/08/2022,Transferencia por CBU,TRANSFERENCIA,12,"14.000.000,00",,"32.460.909,56",Transferencia por CBU - CBU:01509315-02000111651661 BENEF: 0-33708528809 REF:VAR-0931021116
12/08/2022,Debito Transf. HomeBanking,TRANSFERENCIA,12,"225.000,00",,"46.460.909,56",Debito Transf. HomeBanking - 
12/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.350,00",,"46.685.909,56",
12/08/2022,CRED BCA ELECTR INTERBANC EXEN,TRANSFERENCIA,12,,"50.000.000,00","46.687.259,56",CRED BCA ELECTR INTERBANC EXEN - CUENTAS PROPIAS 33708528809 I FLOW SA  Referencia: 7872193
12/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"100.000,00",,"-3.312.740,44",Trf. Masivas Pago Proveedores - CBU:01400380-03508052977299 BENEF: 0-27286853620 REF:VAR-5080529772 Referencia: BAPRO
